SKU,Product Name,Price,MRP,Discount,Star Rating,Size,Net Quantity,Key Features,Image URL
FHCBI5SMDS48,Stealth Prime BLDC+ Ceiling Fan,7 789.00,12 740.00,Not Available,100%,1200 mm (Marble Dusk),1 N,Air Delivery : Aerodynamic blades for more air delivery at lesser noise. | Low Power Consumption : Eco BLDC technology motor for less power consumption. | 5 Star Fan : 5 star rated fan from bureau of energy efficiency with energy efficient BLDC motor. | Remote Control : RF type remote control operation for all direction sensing. | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbi5smds48_5_star.jpg
FHCBG5SWPW48,Stealth Neo BLDC+ Ceiling Fan,7 789.00,12 740.00,Not Available,60%,1200 mm (Wood Pearl White),1 N,Air Delivery : Aerodynamic blades for more air delivery at lesser noise. | Low Power Consumption : Eco BLDC technology motor for less power consumption. | 5 Star Fan : 5 star rated fan from bureau of energy efficiency with energy efficient BLDC motor. | Remote Control : RF type remote control operation for all direction sensing. | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbg5swpw48_5_star.jpg
FHCBHSTPWT48,Stealth Air BLDC+ Ceiling Fan,7 679.00,12 560.00,Not Available,60%,1200 mm (Pearl White),1 N,Silent Premium Fan : Premium silent fan with energy efficient BLDC motor and remote control | Aerodynamic Blades : Aerodynamically designed blades made of compounded ABS to gives less air friction for silent operation and very high strength to avoid deformation | 5 Star Rated Fan : Rated 5 star by Bureau of energy efficiency with service value of 6.12 | Remote Control : RF technology remote for long range and multi-directional usage | Consumes approx. 50 % less power than ordinary Fan | Dust resistance coating on blades for easy cleaning along with metallic paint finish. | Applicable For Free installation : Get your Havells fan installed by authorised Havells Service personnels. Connect with Havells Customer Support on 08045771313 for free installation. | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhstpwt48_5_star.jpg
FHCEX5SBRN48,Efficiencia Neo Plus BLDC Ceiling Fan,2 823.00,5 420.00,Not Available,80%,1200 mm (Brown),1 N,BLDC Motor | ISI Marked | 100 % Copper wire motor | 5 Star Rated | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/e/f/efficiencia_neo_plus_bldc_ceiling_fan.jpg
FHCEO5SBRN36,Efficiencia DX BLDC Ceiling Fan,4 009.00,6 390.00,Not Available,80%,900 mm (Brown),1 N,BLDC Motor | ISI Marked | 100 % Copper wire motor | 5 Star Rated | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhceo5sbrn_1_2.jpg
FHCBH5SPWT36P,Stealth Air BLDC+ Ceiling Fan,7 609.00,12 130.00,Not Available,95%,900 mm (Pearl White),1 N,"The most silent BLDC fan with Premium Look and Finish with only 52 dB* whisper quiet Silence level and 245 m³/min Air Delivery | 5-Star Rated BLDC fan delivering powerful airflow, uses 50 % less electricity than conventional fans, saves up to ‚¹ 1900* annually. | Regulator Compatible with maximum Energy Saving via BLDC motor technology | 40 W Power Consumption in peak speed | Downrod cover | ABS Plastic blades | Superior Air Delivery of 245 m³/min | Stealth AIR BLDC+ with Regulator Compatibility | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/s/t/stealth_air_bldc.jpg
FHCPE5SBCC48,Enticer Prime BLDC+ Ceiling Fan,4 829.00,7 700.00,Not Available,100%,1200 mm (Bronze Copper Cola Chrome),1 N,BLDC Motor | ISI Marked | 100 % Copper wire motor | 5 Star Rated | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/b/r/bronze_copper_cola_chrome_1_.jpg
FHCE35SPWC48C,Elio Underlight BLDC+ Ceiling Fan,7 549.00,12 400.00,Not Available,80%,1200 mm (Pearl White Champagne),1 N,BLDC Motor | ISI Marked | 100 % Copper wire motor | 5 Star Rated | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhce35spwc48c.jpg
FHCLL5SSBW52,Albus Underlight Smart BLDC+ Ceiling Fan,14 569.00,23 230.00,Not Available,60%,1320 mm (Smoke Brown Wood),1 N,BLDC Motor | ISI Marked | 100 % Copper wire motor | 5 Star Rated | Smart Sense | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcll5ssbw52_1_1.jpg
FHCBHE5PWT48P,Stealth Air BLDC+ Ceiling Fan,7 609.00,12 130.00,Not Available,95%,1200 mm (Pearl White),1 N,"The most silent BLDC fan with Premium Look and Finish with only 52 dB* whisper quiet Silence level and 245 m³/min Air Delivery | 5-Star Rated BLDC fan delivering powerful airflow, uses 50 % less electricity than conventional fans, saves up to 1900* annually. | Regulator Compatible with maximum Energy Saving via BLDC motor technology | 40 W Power Consumption in peak speed | Downrod Cover | ABS Plastic Blades | Superior Air Delivery of 245 m³/min | Stealth AIR BLDC+ with Regulator Compatibility | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcbhe5pwt48p.jpg
FHCYB5SDLC48,Trinity BLDC+ Ceiling Fan,6 189.00,9 880.00,Not Available,80%,1200 mm (Dusk LT Copper),1 N,Dust Resistant Lacquering | 100 % Copper Wire Winding Motor | Motor Type : BLDC | Guarantee : 2 Year | Star Rating : 5 Star | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcyb5sdlc48_1__1_1.jpg
FHCAM1SCHM48E,Ambrose ES Decorative Ceiling Fans,3 099.00,4 940.00,Not Available,80%,1200 mm (Chrome),1 N,Induction Motor | ISI Marked | 100 % Copper wire motor | 1 Star Rated | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcam1schm48e_1.jpg
FHCCG5SPLC48,Crista Under Light Ceiling Fan,14 139.00,22 550.00,Not Available,60%,1200 mm (Pearl White),1 N,Low Noise | 100 % Copper Wire Winding Motor | BLDC Inverter Technology | Guarantee : 2 Year | Dust resistance Lacquering | IOT Enable | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhccg5splc48_remote.jpg
FHCTF1SPWT36,Stealth Air ES Premium Ceiling Fan 1 Star,8 229.00,13 120.00,Not Available,100%,900 mm (Pearl White),1 N,Induction Motor | ISI Marked | 100 % Copper wire motor | 1 Star Rated | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/m/a/main_2__2.jpg
FHCEN1SPWH56,Enticer ES Decorative Ceiling Fan,3 479.00,6 340.00,Not Available,80%,1400 mm (Pearl White Chrome),1 N,"Design : Decorative model | Air Delivery & RPM : 250 m³/min Air delivery, 290 Revolution per minute | Color : Pearl White Chrome | Guarantee : 2 Year | Star Rating : 1 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcen1spwh56_star.jpg
FHCEA1SPWH36,Enticer Art ES Decorative Ceiling Fan,3 949.00,7 210.00,Not Available,100%,900 mm (Pearl White Chrome),1 N,"Design : Decorative model | Air Delivery & RPM : 140 m³/min Air delivery, 430 Revolution per minute | Color : Pearl White Chrome | Guarantee : 2 Year | Star Rating : 1 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcea1spwh36_star.jpg
FHCML1SGLD48,Milor Decorative Ceiling Fan,3 619.00,5 770.00,Not Available,80%,1200 mm (Gold),1 N,Unique Design in Dust Resistant Premium metallic paint finish | Premium Canopy set with Down rod Cover | Unique design | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/m/i/milor_es_1_.jpg
FHCFE1SGMI48,Festiva ES Decorative Ceiling Fan,3 669.00,5 850.00,Not Available,100%,1200 mm (Gold Mist),1 N,"Design : Exotic rich looks with modern styling | Air Delivery & RPM : 230 m³/min Air Delivery, 390 Revolution per minute | Color : Gold Mist | Guarantee : 2 Year | Star Rating : 1 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcfe1sgmi48_star_1_2_main.jpg
FHCTR1SABR36,EP Trendy Special Finish Ceiling Fan,4 789.00,8 100.00,Not Available,100%,900 mm (Antique Brass),1 N,Electro-Phoretic lacquered surface for anti-rusting | Color : Antique Brass | Wider tip blades for effective Air circulation | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhctr1sabr36_star.jpg
FHCOR1SACU48,Orion ES Special Finish Ceiling Fan,6 269.00,10 000.00,Not Available,100%,1200 mm (Antique Copper),1 N,Finish : Electro-phoretic lacquered surface for anti-rusting | Performance : HPLV motor for superior air delivery even at low voltage of 180 V | Style and Finish : Wider tip blade for effective air circulation | Guarantee : 2 Year | Star Rating : 1 Star | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcor1sacu48_star.jpg
FHCNI2SBCU48,Nicola ES Decorative Ceiling Fan,3 369.00,6 380.00,Not Available,80%,1200 mm (Bronze-Copper),1 N,Finish : Decorative fan with complementary trims on body and blades | Performance : Optimum performance even at low voltage | Style and Finish : Unique canopy design | Guarantee : 2 Year | Star Rating : 2 Star | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcni2sbcu48_star.jpg
FHCAD2SPWT48,Andria ES Decorative Ceiling Fan,3 239.00,5 750.00,Not Available,100%,1200 mm (Pearl White),1 N,"Design : Exotic rich looks with modern styling | Air Delivery & RPM : 225 m³/min Air Delivery, 350 Revolution per minute | Color : Pearl White | Guarantee : 2 Year | Star Rating : 2 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcad2spwt48_star.jpg
FHCLG1SBGL48,Leganza 4B ES Decorative Ceiling Fan,3 629.00,6 260.00,Not Available,80%,1200 mm (Bronze-Gold),1 N,"Finish : Metallic paint finish | Performance : Superior air delivery | Style and Finish : 4 blade innovative design fan,Exotic blade trims and body ring | Guarantee : 2 Year | Star Rating : 1 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhclg1sbgl48_star_1.jpg
FHCZE1SPWC48,Zester ES Decorative Ceiling Fan,3 549.00,6 200.00,Not Available,100%,1200 mm (Pearl White),1 N,Finish : Superior Paint Finish | Performance : HPLV motor for superior air delivery even at a low voltage of 180 V | Design and Finish : Decorative blade trims with 3D design Pattern | Guarantee : 2 Year | Star Rating : 1 Star | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcze1spwc48_star.jpg
FHCFP1SECC48,Fusion Prime Decorative Ceiling Fan,3 450.00,5 620.00,Not Available,100%,1200 mm (Brown Cola Copper),1 N,Broad blades with elegant trims | Stylish canopies with unique downrod cover | Dust Resistant Lacquering | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcfp1secc48_star.jpg
FHCFU2SPIV48,Fusion ES Decorative Ceiling Fan,3 679.00,5 880.00,Not Available,80%,1200 mm (Pearl Ivory-Gold),1 N,Finish : Metallic paint finish | Performance : Optimum performance even at low voltage | Style and Finish : Decorative fan with metallic ring and trims | Guarantee : 2 Year | Star Rating : 2 Star | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcfu2spiv48_star.jpg
FHCSS1SPIV48,SS 390 ES Regular Ceiling Fan,2 969.00,5 250.00,Not Available,80%,1200 mm (Matt Pearl Ivory),1 N,Induction Motor | ISI Marked | 100 % Copper wire motor | 1 Star Rated | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcss1spiv48_1_.jpg
FHCAM1SCHM48E,Ambrose ES Decorative Ceiling Fans,3 099.00,4 940.00,Not Available,80%,1200 mm (Chrome),1 N,Induction Motor | ISI Marked | 100 % Copper wire motor | 1 Star Rated | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcam1schm48e_1.jpg
FHCCG5SPLC48,Crista Under Light Ceiling Fan,14 139.00,22 550.00,Not Available,60%,1200 mm (Pearl White),1 N,Low Noise | 100 % Copper Wire Winding Motor | BLDC Inverter Technology | Guarantee : 2 Year | Dust resistance Lacquering | IOT Enable | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhccg5splc48_remote.jpg
FHCTF1SPWT36,Stealth Air ES Premium Ceiling Fan 1 Star,8 229.00,13 120.00,Not Available,100%,900 mm (Pearl White),1 N,Induction Motor | ISI Marked | 100 % Copper wire motor | 1 Star Rated | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/m/a/main_2__2.jpg
FHCEN1SPWH56,Enticer ES Decorative Ceiling Fan,3 479.00,6 340.00,Not Available,80%,1400 mm (Pearl White Chrome),1 N,"Design : Decorative model | Air Delivery & RPM : 250 m³/min Air delivery, 290 Revolution per minute | Color : Pearl White Chrome | Guarantee : 2 Year | Star Rating : 1 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcen1spwh56_star.jpg
FHCEA1SPWH36,Enticer Art ES Decorative Ceiling Fan,3 949.00,7 210.00,Not Available,100%,900 mm (Pearl White Chrome),1 N,"Design : Decorative model | Air Delivery & RPM : 140 m³/min Air delivery, 430 Revolution per minute | Color : Pearl White Chrome | Guarantee : 2 Year | Star Rating : 1 Star | ",https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/f/h/fhcea1spwh36_star.jpg
FHCML1SGLD48,Milor Decorative Ceiling Fan,3 619.00,5 770.00,Not Available,80%,1200 mm (Gold),1 N,Unique Design in Dust Resistant Premium metallic paint finish | Premium Canopy set with Down rod Cover | Unique design | Guarantee : 2 Year | ,https://havells.com/media/catalog/product/cache/844a913d283fe95e56e39582c5f2767b/m/i/milor_es_1_.jpg
